0 1 1 0 0 -0.370896 -0.023060  0.358159  0.357175  0.579666 
0 1 1 1 1 -0.029013 -0.085785  0.607224  0.817880  0.657153 
1 1 1 1 1  0.263974  0.080765  0.335876  0.485829  0.884730 
1 1 1 1 1  0.274364  0.078767  0.698622  0.371363  0.770084 
0 0 1 0 0 -0.144185  0.278502  0.473687  0.250282  0.172920 
1 0 1 1 1 -0.090691 -0.124871  0.404789  0.180390  1.050178 
1 1 1 1 1  0.546149  0.429926  0.803075  1.150791  1.107766 
1 1 1 1 1  0.257324  0.062879  0.787130  0.826248  1.278207 
0 1 1 0 1 -0.014153  0.358240  0.699362  1.005865  1.291122 
0 0 1 1 1 -0.307298 -0.435758 -0.148154  0.717417  0.991832 
1 1 1 1 1  0.109547  0.718672  0.780608  0.763946  1.334429 
1 0 1 1 1  0.025784  0.034547  0.181998  0.755347  0.969728 
0 1 0 1 1 -0.230801  0.356113  0.383071  0.762873  1.009517 
1 1 1 1 1  0.353059 -0.032652  0.420400  0.878506  1.391296 
1 0 1 1 1 -0.265029 -0.125603  0.332160  0.321076  0.858479 
0 1 1 1 1 -0.333008  0.230635  0.719797  1.257015  0.724752 
1 1 1 1 1  0.363967  0.670827  0.240536  0.526657  1.096768 
1 1 1 1 1  0.098761  0.214957  0.747635  0.763285  1.103379 
0 0 0 1 1  0.024531  0.274417  0.373267  0.770118  0.508321 
0 0 0 0 1 -0.204937 -0.292305 -0.096658  0.523126  0.785308 
1 1 0 1 0  0.302241  0.099397 -0.106969  0.259560  0.491082 
1 1 1 1 1 -0.333382  0.275985  0.664545  0.709398  1.324871 
1 1 1 1 1  0.387323 -0.011109 -0.184387 -0.044961  0.940833 
1 0 1 1 1 -0.046135  0.285299  0.811656  0.952164  0.511979 
1 1 1 1 1 -0.221032  0.528660  1.040062  0.582294  1.022333 
0 0 0 0 1  0.555652  0.636697  0.121644  0.260738  0.130448 
1 0 0 0 0 -0.152967  0.005001  0.493334  1.000311  0.500634 
1 0 0 0 1  0.095751  0.360815  0.145797  0.815810  0.749813 
1 1 1 1 1  0.063968  0.567793  0.891528  1.193294  1.567701 
1 1 0 1 0  0.144038 -0.063979 -0.093420 -0.117988  0.710700 
0 0 0 0 0 -0.105177  0.473407  0.166201  0.660873  0.419139 
0 0 0 1 0 -0.205200  0.458259  0.135901  0.628652  0.486660 
0 1 1 1 1  0.142913 -0.092781  0.074374  0.324377  0.711959 
0 0 1 1 1 -0.367593 -0.083074  0.521754  0.444371  0.961455 
0 1 0 1 1 -0.183154 -0.052510  0.062200  0.352865  0.842506 
1 1 0 1 1  0.081414  0.338465  0.898287  0.642822  0.598584 
0 0 0 1 0 -0.234196  0.171938  0.678456  0.760670  0.970736 
1 1 0 1 1 -0.397779 -0.317274 -0.026744  0.053501  1.019285 
1 1 0 1 1  0.270044 -0.041194 -0.006052  0.350368  1.125871 
1 1 1 1 1  0.496335  0.259338  0.592766  0.373325  1.031151 
0 1 1 1 1 -0.373386  0.265257  0.898857  0.813305  0.791947 
0 0 1 1 1 -0.355582  0.470371  0.919733  0.571695  0.433451 
0 0 0 0 0 -0.139724  0.615619  0.131623  0.382071  0.345638 
1 1 1 0 1 -0.267800 -0.390479  0.560305  0.258350  0.586590 
1 1 1 1 1  0.021874  0.097122  0.504369  0.552330  0.486085 
1 1 1 1 1 -0.399056 -0.162362  0.346191  0.611656  0.618901 
0 0 0 0 1 -0.048197  0.193357  0.200510  0.474167  0.600956 
1 1 1 1 1 -0.297558  0.349368  0.343464  0.508400  1.247393 
1 1 1 1 1  0.328266  0.164469  0.187689  0.538249  1.260460 
0 1 1 1 1  0.522402  0.356315  0.626675  0.829607  1.099694 
1 1 0 1 0 -0.118977 -0.099845 -0.085125  0.847389  0.849377 
0 1 1 1 1 -0.142746 -0.274554  0.598058  1.120144  0.761895 
1 1 1 1 1  0.295792  0.137615  0.684419  1.026832  1.476045 
1 0 1 1 1 -0.185197 -0.270437  0.362764  0.276337  0.556001 
1 0 1 1 1  0.324354  0.108323  0.477138  0.941239  1.081020 
1 1 1 1 1  0.101789 -0.106652  0.181728  0.534674  1.172273 
1 1 1 1 1  0.526027  0.723004  1.139778  0.581922  0.920471 
0 1 1 1 1 -0.180318 -0.157804  0.651742  0.488342  0.335301 
1 1 1 1 1  0.382844  0.786581  0.674571  1.237049  0.982233 
0 1 0 1 0  0.187234  0.663911  0.740956  0.396727  0.504160 
1 1 1 1 1  0.213004  0.166996  0.814956  1.114695  1.515025 
1 1 1 1 1  0.341810 -0.067941 -0.151337  0.054982  0.882748 
0 0 0 1 0  0.277161  0.080017  0.240627  0.952780  0.702735 
0 0 0 1 1 -0.070889  0.421061  0.065452  0.563044  0.646343 
0 1 0 1 1 -0.334835  0.169641  0.874371  0.680406  0.713633 
1 1 1 1 1  0.568094  0.377259  0.304993  0.690386  0.782065 
1 1 1 1 1 -0.174564 -0.268139  0.532493  0.172757  0.391683 
1 1 1 1 1 -0.321816  0.261297  0.665406  0.351374  0.994339 
1 1 1 1 1 -0.111230 -0.262848 -0.053394  0.718149  0.972446 
0 0 1 0 0  0.384840  0.861460  0.409776  0.624352  0.513745 
1 1 1 1 1  0.503050  0.581467  0.941845  1.092828  1.319230 
0 0 1 1 1 -0.350132  0.524291  0.441415  0.338068  0.955013 
0 1 0 0 0 -0.213987 -0.261405 -0.265383 -0.110765  0.215013 
1 1 1 1 1  0.586038  0.783680  0.919100  1.045772  1.198169 
0 0 0 0 0 -0.141464  0.184935 -0.034837  0.055487  0.258196 
0 0 1 0 1 -0.234656 -0.105627  0.301578  0.524097  0.845532 
1 0 0 0 1 -0.015266 -0.263664  0.250602  0.131220  0.720569 
1 1 1 1 1  0.346807  0.404631  0.591815  0.383485  1.072290 
1 1 1 0 1  0.309195  0.614697  0.834600  0.977818  0.818551 
0 1 1 0 0 -0.270387 -0.070719  0.752961  0.778554  0.412940 
1 0 0 1 1  0.545569  0.205454 -0.027027  0.403548  0.486235 
1 1 1 1 1  0.540739  0.807577  0.587722  0.985674  1.257408 
1 1 1 1 1 -0.114613  0.306019  0.713674  0.332772  0.540900 
1 1 1 1 1 -0.044499  0.665057  0.633998  0.310515  0.922978 
0 0 0 0 0 -0.273886  0.440161  0.372525  0.473787  0.786554 
1 1 1 1 1  0.287072  0.600644  1.059866  1.005734  1.012062 
1 1 1 0 1 -0.164927  0.010021  0.252081  0.122267  0.760552 
1 1 1 1 1  0.283744  0.619187  0.605284  0.235205  1.024753 
1 1 1 1 1  0.444263  0.779183  0.999087  1.073427  0.853119 
1 1 1 1 1  0.366598  0.050882  0.698563  0.757182  1.360348 
1 1 1 1 1  0.591557  0.048854  0.781167  1.101521  1.201297 
1 1 1 1 1  0.526353  0.529031  0.067801  0.201033  0.659778 
1 0 0 1 0  0.291305  0.061282  0.216227  0.963924  0.685361 
1 1 1 1 1  0.220626  0.322893  0.873681  1.069281  1.035558 
1 1 1 1 1 -0.033343  0.495404  0.689527  0.947253  1.093413 
